CONUS_10KM,Precip_5_mm,Precip_6_mm,Precip_7_mm,Precip_8_mm,Precip_10_mm,temp_5_c,temp_6_c,temp_7_c,temp_8_c,temp_10_c
77050,86.0,89.0,79.0,55.0,26.0,14.700000000000001,20.5,24.0,22.700000000000003,10.600000000000001
77051,86.0,91.0,80.0,54.0,27.0,15.100000000000001,20.8,24.3,22.900000000000002,10.8
77052,87.0,92.0,82.0,55.0,27.0,15.0,20.700000000000003,24.200000000000003,22.8,10.8
77053,87.0,93.0,83.0,56.0,28.0,14.9,20.5,24.1,22.700000000000003,10.8
77054,88.0,93.0,83.0,58.0,29.0,14.8,20.5,24.0,22.6,10.700000000000001
77055,87.0,92.0,81.0,59.0,29.0,15.0,20.6,24.1,22.700000000000003,10.8
77056,87.0,92.0,81.0,61.0,29.0,15.0,20.700000000000003,24.1,22.700000000000003,10.9
77057,89.0,94.0,81.0,63.0,29.0,15.100000000000001,20.8,24.1,22.8,10.9
77058,90.0,95.0,81.0,64.0,29.0,15.200000000000001,20.900000000000002,24.200000000000003,22.8,10.9
77059,92.0,95.0,81.0,65.0,29.0,15.4,21.1,24.3,22.8,10.9
77060,94.0,96.0,82.0,66.0,29.0,15.5,21.200000000000003,24.3,23.0,10.9
77061,94.0,96.0,82.0,67.0,30.0,15.600000000000001,21.3,24.400000000000002,23.0,11.0
77062,95.0,96.0,83.0,69.0,32.0,15.600000000000001,21.3,24.400000000000002,23.0,11.100000000000001
77063,96.0,96.0,83.0,70.0,33.0,15.8,21.400000000000002,24.400000000000002,23.1,11.200000000000001
77064,97.0,96.0,83.0,71.0,35.0,15.600000000000001,21.3,24.200000000000003,22.900000000000002,11.200000000000001
77065,97.0,96.0,84.0,72.0,35.0,15.600000000000001,21.200000000000003,24.1,22.900000000000002,11.3
77066,100.0,97.0,85.0,74.0,36.0,15.700000000000001,21.200000000000003,24.200000000000003,22.8,11.5
77067,102.0,98.0,84.0,75.0,37.0,15.8,21.3,24.1,22.900000000000002,11.5
77068,102.0,98.0,84.0,76.0,37.0,15.700000000000001,21.200000000000003,24.200000000000003,23.0,11.4
77069,103.0,98.0,85.0,77.0,38.0,15.700000000000001,21.3,24.200000000000003,23.0,11.3
77070,105.0,97.0,86.0,79.0,38.0,15.9,21.400000000000002,24.3,23.0,11.3
77071,106.0,96.0,86.0,79.0,38.0,15.9,21.6,24.5,23.1,11.4
77072,107.0,96.0,85.0,80.0,39.0,16.1,21.700000000000003,24.6,23.200000000000003,11.5
77073,108.0,95.0,84.0,81.0,39.0,16.2,21.900000000000002,24.700000000000003,23.400000000000002,11.700000000000001
77074,109.0,96.0,84.0,81.0,41.0,16.3,22.0,24.8,23.5,11.8
77075,109.0,97.0,85.0,81.0,42.0,16.5,22.1,24.900000000000002,23.5,11.8
77076,108.0,98.0,84.0,80.0,44.0,16.400000000000002,22.0,24.8,23.5,11.9
77077,107.0,99.0,84.0,80.0,46.0,16.5,21.900000000000002,24.700000000000003,23.5,11.8
77078,106.0,100.0,84.0,80.0,47.0,16.3,21.700000000000003,24.6,23.400000000000002,11.8
77079,106.0,101.0,84.0,81.0,48.0,16.400000000000002,21.700000000000003,24.6,23.400000000000002,11.9
77080,106.0,103.0,85.0,83.0,48.0,16.5,21.900000000000002,24.700000000000003,23.5,11.9
77081,107.0,105.0,85.0,85.0,49.0,16.5,21.900000000000002,24.8,23.5,12.0
77082,107.0,106.0,85.0,87.0,50.0,16.5,21.900000000000002,24.8,23.6,12.200000000000001
77083,107.0,108.0,85.0,89.0,51.0,16.400000000000002,21.900000000000002,24.700000000000003,23.5,12.200000000000001
77084,107.0,109.0,84.0,91.0,51.0,16.6,21.900000000000002,24.8,23.6,12.3
77085,107.0,111.0,86.0,94.0,51.0,16.6,21.900000000000002,24.8,23.700000000000003,12.4
77086,106.0,113.0,88.0,94.0,51.0,16.8,22.0,24.900000000000002,23.900000000000002,12.600000000000001
77087,105.0,112.0,91.0,95.0,52.0,16.8,22.1,25.1,23.900000000000002,12.600000000000001
77088,105.0,110.0,95.0,96.0,56.0,16.6,22.1,24.900000000000002,23.700000000000003,12.3
77089,105.0,107.0,98.0,97.0,60.0,16.6,22.200000000000003,24.900000000000002,23.700000000000003,12.200000000000001
77090,105.0,105.0,100.0,98.0,61.0,16.7,22.200000000000003,25.0,23.8,12.200000000000001
77091,106.0,104.0,103.0,100.0,62.0,16.8,22.400000000000002,25.0,23.8,12.3
77092,108.0,104.0,106.0,102.0,62.0,16.8,22.3,25.0,23.700000000000003,12.200000000000001
77093,108.0,105.0,107.0,102.0,62.0,16.900000000000002,22.400000000000002,25.0,23.8,12.200000000000001
77094,108.0,106.0,109.0,103.0,62.0,17.0,22.5,25.1,23.8,12.3
77095,108.0,107.0,110.0,103.0,64.0,17.2,22.6,25.1,23.700000000000003,12.4
77096,109.0,108.0,111.0,104.0,65.0,17.2,22.6,25.0,23.6,12.4
77097,109.0,109.0,112.0,104.0,66.0,17.3,22.6,25.0,23.5,12.4
77098,108.0,109.0,110.0,104.0,67.0,17.5,22.8,25.1,23.5,12.5
77507,82.0,79.0,70.0,50.0,20.0,14.600000000000001,20.400000000000002,23.700000000000003,22.400000000000002,10.600000000000001
77508,81.0,80.0,70.0,52.0,21.0,14.700000000000001,20.6,23.900000000000002,22.6,10.700000000000001
77509,81.0,81.0,71.0,54.0,23.0,14.8,20.6,24.1,22.700000000000003,10.700000000000001
77510,80.0,82.0,72.0,55.0,25.0,14.8,20.700000000000003,24.200000000000003,22.8,10.600000000000001
77511,80.0,83.0,73.0,56.0,25.0,14.9,20.700000000000003,24.3,22.900000000000002,10.600000000000001
77512,82.0,85.0,75.0,55.0,25.0,14.9,20.700000000000003,24.200000000000003,22.8,10.600000000000001
77513,84.0,88.0,77.0,54.0,25.0,14.9,20.700000000000003,24.200000000000003,22.8,10.600000000000001
77514,85.0,89.0,79.0,54.0,26.0,14.8,20.6,24.0,22.6,10.600000000000001
77515,86.0,91.0,81.0,55.0,27.0,14.8,20.400000000000002,23.900000000000002,22.5,10.600000000000001
77516,86.0,92.0,81.0,56.0,28.0,14.8,20.400000000000002,23.900000000000002,22.6,10.700000000000001
77517,87.0,92.0,81.0,57.0,28.0,14.9,20.5,23.900000000000002,22.6,10.700000000000001
77518,87.0,93.0,81.0,59.0,29.0,14.9,20.5,23.900000000000002,22.6,10.700000000000001
77519,88.0,94.0,81.0,61.0,30.0,14.9,20.400000000000002,23.8,22.5,10.600000000000001
77520,89.0,95.0,80.0,62.0,29.0,15.0,20.6,24.0,22.700000000000003,10.8
77521,90.0,96.0,80.0,64.0,29.0,15.200000000000001,20.8,24.0,22.700000000000003,10.8
77522,91.0,97.0,80.0,65.0,29.0,15.4,21.0,24.200000000000003,22.900000000000002,10.8
77523,92.0,97.0,81.0,66.0,29.0,15.3,21.0,24.1,22.8,10.700000000000001
77524,94.0,97.0,82.0,67.0,30.0,15.4,21.0,24.1,22.700000000000003,10.8
77525,95.0,96.0,83.0,68.0,31.0,15.5,21.1,24.200000000000003,22.8,10.9
77526,96.0,97.0,84.0,70.0,33.0,15.5,21.1,24.1,22.8,11.0
77527,97.0,97.0,84.0,70.0,34.0,15.5,21.1,24.1,22.700000000000003,11.0
77528,98.0,97.0,84.0,71.0,35.0,15.600000000000001,21.1,24.1,22.8,11.200000000000001
77529,100.0,98.0,85.0,73.0,36.0,15.700000000000001,21.1,24.0,22.8,11.4
77530,101.0,99.0,85.0,74.0,37.0,15.700000000000001,21.3,24.1,22.8,11.4
77531,102.0,99.0,85.0,75.0,37.0,15.8,21.3,24.1,22.8,11.4
77532,103.0,99.0,85.0,77.0,37.0,15.8,21.3,24.3,22.8,11.200000000000001
77533,104.0,99.0,86.0,78.0,37.0,15.8,21.400000000000002,24.400000000000002,22.900000000000002,11.3
77534,105.0,98.0,86.0,78.0,38.0,15.9,21.5,24.5,23.0,11.3
77535,107.0,98.0,85.0,79.0,39.0,16.0,21.6,24.5,23.1,11.4
77536,109.0,98.0,85.0,80.0,39.0,16.2,21.8,24.6,23.200000000000003,11.5
77537,110.0,98.0,85.0,81.0,40.0,16.5,21.900000000000002,24.8,23.400000000000002,11.700000000000001
77538,110.0,99.0,85.0,81.0,41.0,16.5,22.1,24.8,23.400000000000002,11.8
77539,108.0,99.0,84.0,80.0,43.0,16.400000000000002,22.0,24.8,23.400000000000002,11.8
77540,107.0,100.0,84.0,79.0,45.0,16.5,21.900000000000002,24.700000000000003,23.3,11.8
77541,107.0,100.0,84.0,79.0,46.0,16.3,21.900000000000002,24.6,23.400000000000002,11.8
77542,106.0,102.0,84.0,80.0,47.0,16.400000000000002,21.8,24.6,23.3,11.8
77543,106.0,103.0,85.0,82.0,48.0,16.5,21.900000000000002,24.700000000000003,23.5,12.0
77544,106.0,105.0,85.0,84.0,48.0,16.6,22.0,24.700000000000003,23.5,12.100000000000001
77545,107.0,106.0,85.0,86.0,49.0,16.6,22.1,24.700000000000003,23.5,12.100000000000001
77546,107.0,107.0,84.0,88.0,50.0,16.6,22.1,24.8,23.6,12.200000000000001
77547,108.0,109.0,83.0,90.0,50.0,16.6,21.900000000000002,24.8,23.700000000000003,12.3
77548,107.0,111.0,84.0,91.0,50.0,16.6,22.0,24.700000000000003,23.6,12.4
77549,106.0,114.0,87.0,93.0,49.0,16.8,22.0,24.900000000000002,23.900000000000002,12.600000000000001
77550,105.0,114.0,90.0,93.0,51.0,16.8,22.1,24.900000000000002,23.8,12.5
77551,104.0,110.0,94.0,94.0,56.0,16.7,22.1,24.900000000000002,23.700000000000003,12.3
77552,104.0,107.0,97.0,95.0,60.0,16.7,22.200000000000003,24.900000000000002,23.700000000000003,12.200000000000001
77553,105.0,105.0,99.0,98.0,62.0,16.6,22.200000000000003,24.900000000000002,23.6,12.100000000000001
77554,107.0,105.0,103.0,100.0,63.0,16.6,22.200000000000003,24.8,23.6,12.0
77555,107.0,104.0,104.0,101.0,62.0,16.8,22.3,25.0,23.700000000000003,12.100000000000001
77556,108.0,105.0,107.0,102.0,61.0,16.900000000000002,22.400000000000002,25.0,23.8,12.200000000000001
77557,108.0,106.0,108.0,102.0,62.0,17.0,22.5,25.1,23.8,12.200000000000001
77558,109.0,106.0,110.0,103.0,64.0,17.0,22.400000000000002,25.0,23.6,12.200000000000001
77559,109.0,107.0,112.0,104.0,66.0,17.0,22.3,24.900000000000002,23.400000000000002,12.200000000000001
77560,108.0,108.0,111.0,103.0,66.0,17.400000000000002,22.700000000000003,25.200000000000003,23.6,12.5
77561,108.0,109.0,112.0,105.0,67.0,17.3,22.5,24.900000000000002,23.3,12.3
77970,83.0,79.0,69.0,50.0,20.0,14.600000000000001,20.400000000000002,23.8,22.400000000000002,10.600000000000001
77971,82.0,80.0,69.0,51.0,20.0,14.700000000000001,20.6,23.900000000000002,22.5,10.600000000000001
77972,81.0,81.0,70.0,53.0,22.0,14.8,20.700000000000003,24.0,22.700000000000003,10.600000000000001
77973,80.0,82.0,71.0,56.0,25.0,14.700000000000001,20.700000000000003,24.1,22.700000000000003,10.700000000000001
77974,80.0,83.0,73.0,56.0,25.0,14.8,20.700000000000003,24.1,22.8,10.600000000000001
77975,82.0,85.0,75.0,55.0,25.0,14.8,20.6,24.200000000000003,22.700000000000003,10.5
77976,83.0,86.0,76.0,54.0,25.0,14.700000000000001,20.5,24.0,22.6,10.5
77977,84.0,88.0,78.0,54.0,25.0,14.700000000000001,20.400000000000002,23.900000000000002,22.5,10.4
77978,85.0,90.0,79.0,55.0,26.0,14.600000000000001,20.200000000000003,23.700000000000003,22.3,10.5
77979,86.0,91.0,80.0,56.0,27.0,14.600000000000001,20.200000000000003,23.700000000000003,22.3,10.5
77980,87.0,92.0,80.0,57.0,28.0,14.700000000000001,20.3,23.700000000000003,22.400000000000002,10.5
77981,88.0,93.0,81.0,59.0,29.0,14.700000000000001,20.3,23.700000000000003,22.400000000000002,10.5
77982,88.0,94.0,80.0,60.0,29.0,14.9,20.5,23.8,22.5,10.600000000000001
77983,89.0,95.0,80.0,61.0,29.0,15.0,20.5,23.8,22.6,10.600000000000001
77984,89.0,97.0,79.0,62.0,29.0,15.100000000000001,20.700000000000003,23.900000000000002,22.700000000000003,10.700000000000001
77985,91.0,98.0,80.0,64.0,29.0,15.200000000000001,20.700000000000003,23.900000000000002,22.700000000000003,10.600000000000001
77986,92.0,98.0,80.0,65.0,29.0,15.200000000000001,20.8,23.900000000000002,22.6,10.600000000000001
77987,93.0,98.0,82.0,66.0,30.0,15.200000000000001,20.900000000000002,23.900000000000002,22.6,10.600000000000001
77988,95.0,98.0,83.0,68.0,32.0,15.200000000000001,20.900000000000002,23.900000000000002,22.5,10.700000000000001
77989,96.0,97.0,84.0,69.0,33.0,15.4,21.0,24.0,22.6,10.9
77990,97.0,97.0,84.0,70.0,34.0,15.4,21.0,24.0,22.6,10.9
77991,98.0,98.0,84.0,71.0,35.0,15.600000000000001,21.1,24.1,22.700000000000003,11.100000000000001
77992,99.0,99.0,84.0,72.0,36.0,15.700000000000001,21.200000000000003,24.1,22.8,11.3
77993,100.0,100.0,84.0,73.0,36.0,15.700000000000001,21.200000000000003,24.1,22.8,11.200000000000001
77994,101.0,100.0,84.0,74.0,37.0,15.8,21.200000000000003,24.200000000000003,22.900000000000002,11.3
77995,102.0,100.0,85.0,75.0,38.0,15.8,21.3,24.3,22.8,11.200000000000001
77996,103.0,101.0,85.0,76.0,38.0,15.8,21.400000000000002,24.400000000000002,22.900000000000002,11.200000000000001
77997,104.0,100.0,85.0,77.0,38.0,15.9,21.400000000000002,24.3,22.900000000000002,11.200000000000001
77998,106.0,100.0,85.0,78.0,39.0,16.0,21.6,24.5,23.0,11.200000000000001
77999,108.0,100.0,85.0,79.0,39.0,16.2,21.700000000000003,24.6,23.1,11.4
78000,110.0,100.0,85.0,80.0,40.0,16.3,21.900000000000002,24.700000000000003,23.3,11.600000000000001
78001,109.0,100.0,85.0,80.0,40.0,16.5,22.1,24.8,23.3,11.700000000000001
78002,108.0,100.0,84.0,79.0,42.0,16.5,22.1,24.8,23.400000000000002,11.8
78003,107.0,100.0,83.0,78.0,44.0,16.5,22.0,24.700000000000003,23.400000000000002,11.700000000000001
78004,106.0,101.0,83.0,78.0,45.0,16.5,22.0,24.700000000000003,23.400000000000002,11.8
78005,106.0,102.0,84.0,79.0,46.0,16.5,22.0,24.700000000000003,23.3,11.8
78006,106.0,103.0,84.0,81.0,47.0,16.5,21.900000000000002,24.700000000000003,23.5,11.9
78007,105.0,104.0,85.0,83.0,47.0,16.5,22.0,24.700000000000003,23.5,12.0
78008,106.0,105.0,84.0,85.0,48.0,16.6,22.0,24.700000000000003,23.5,12.0
78009,107.0,107.0,83.0,86.0,49.0,16.5,22.1,24.8,23.6,12.200000000000001
78010,108.0,109.0,82.0,88.0,50.0,16.6,22.0,24.700000000000003,23.700000000000003,12.3
78011,107.0,110.0,83.0,89.0,50.0,16.7,22.1,24.900000000000002,23.700000000000003,12.3
78012,106.0,114.0,86.0,91.0,49.0,16.8,21.900000000000002,24.8,23.700000000000003,12.4
78013,105.0,114.0,89.0,92.0,51.0,16.7,22.0,24.8,23.6,12.4
78014,103.0,110.0,92.0,93.0,55.0,16.8,22.200000000000003,25.0,23.700000000000003,12.3
78015,102.0,107.0,94.0,94.0,59.0,16.900000000000002,22.400000000000002,25.200000000000003,23.900000000000002,12.3
78016,105.0,106.0,98.0,97.0,63.0,16.7,22.200000000000003,25.0,23.700000000000003,12.100000000000001
78017,107.0,105.0,101.0,100.0,63.0,16.7,22.200000000000003,24.900000000000002,23.6,12.100000000000001
78018,108.0,105.0,103.0,101.0,62.0,16.7,22.3,24.900000000000002,23.6,12.100000000000001
78019,109.0,106.0,106.0,102.0,61.0,16.900000000000002,22.400000000000002,25.0,23.700000000000003,12.100000000000001
78020,110.0,107.0,109.0,103.0,62.0,16.7,22.200000000000003,24.8,23.5,12.0
78021,109.0,106.0,110.0,103.0,64.0,16.900000000000002,22.200000000000003,24.8,23.400000000000002,12.100000000000001
78022,109.0,106.0,112.0,103.0,66.0,17.0,22.3,24.8,23.3,12.200000000000001
78023,108.0,107.0,111.0,103.0,66.0,17.3,22.5,25.1,23.5,12.3
78433,83.0,79.0,69.0,49.0,19.0,14.5,20.400000000000002,23.700000000000003,22.400000000000002,10.4
78434,82.0,80.0,69.0,50.0,20.0,14.700000000000001,20.5,23.900000000000002,22.5,10.600000000000001
78435,82.0,81.0,70.0,52.0,22.0,14.8,20.6,24.0,22.700000000000003,10.600000000000001
78436,81.0,82.0,71.0,54.0,24.0,14.9,20.8,24.200000000000003,22.8,10.700000000000001
78437,81.0,83.0,73.0,55.0,24.0,14.8,20.8,24.200000000000003,22.8,10.600000000000001
78438,82.0,84.0,74.0,54.0,24.0,14.8,20.700000000000003,24.1,22.8,10.600000000000001
78439,83.0,86.0,75.0,54.0,24.0,14.600000000000001,20.400000000000002,23.8,22.400000000000002,10.4
78440,85.0,87.0,77.0,54.0,25.0,14.5,20.1,23.6,22.200000000000003,10.200000000000001
78441,85.0,88.0,78.0,55.0,26.0,14.5,20.1,23.5,22.1,10.200000000000001
78442,86.0,89.0,78.0,55.0,27.0,14.700000000000001,20.3,23.700000000000003,22.3,10.4
78443,88.0,92.0,80.0,57.0,28.0,14.5,20.1,23.400000000000002,22.1,10.4
78444,88.0,92.0,79.0,58.0,29.0,14.700000000000001,20.3,23.700000000000003,22.400000000000002,10.5
78445,88.0,93.0,79.0,58.0,29.0,14.9,20.5,23.8,22.6,10.600000000000001
78446,88.0,94.0,78.0,59.0,29.0,15.100000000000001,20.6,23.8,22.700000000000003,10.600000000000001
78447,90.0,97.0,80.0,61.0,30.0,14.9,20.5,23.700000000000003,22.5,10.5
78448,91.0,98.0,80.0,63.0,30.0,14.9,20.5,23.700000000000003,22.5,10.4
78449,92.0,99.0,80.0,65.0,30.0,15.0,20.6,23.700000000000003,22.5,10.4
78450,93.0,99.0,81.0,66.0,30.0,15.0,20.700000000000003,23.700000000000003,22.400000000000002,10.4
78451,94.0,98.0,83.0,67.0,31.0,15.200000000000001,20.8,23.900000000000002,22.5,10.600000000000001
78452,95.0,98.0,83.0,68.0,32.0,15.200000000000001,20.8,23.900000000000002,22.5,10.700000000000001
78453,95.0,97.0,83.0,68.0,33.0,15.600000000000001,21.200000000000003,24.200000000000003,22.8,11.0
78454,96.0,98.0,83.0,69.0,34.0,15.600000000000001,21.200000000000003,24.1,22.8,11.100000000000001
78455,98.0,99.0,83.0,70.0,35.0,15.700000000000001,21.200000000000003,24.1,22.700000000000003,11.200000000000001
78456,99.0,101.0,83.0,72.0,36.0,15.700000000000001,21.200000000000003,24.1,22.700000000000003,11.200000000000001
78457,100.0,102.0,84.0,73.0,37.0,15.5,21.0,24.0,22.5,10.9
78458,101.0,102.0,84.0,73.0,38.0,15.600000000000001,21.3,24.1,22.6,11.0
78459,101.0,102.0,84.0,74.0,39.0,15.8,21.400000000000002,24.3,22.700000000000003,11.0
78460,103.0,102.0,84.0,75.0,39.0,15.9,21.5,24.3,22.900000000000002,11.0
78461,105.0,101.0,84.0,77.0,38.0,16.0,21.5,24.5,22.900000000000002,11.200000000000001
78462,107.0,100.0,84.0,78.0,39.0,16.2,21.700000000000003,24.6,23.1,11.4
78463,108.0,100.0,84.0,79.0,39.0,16.3,21.8,24.5,23.1,11.5
78464,108.0,100.0,84.0,79.0,39.0,16.400000000000002,21.900000000000002,24.700000000000003,23.3,11.600000000000001
78465,107.0,100.0,83.0,78.0,41.0,16.5,22.0,24.700000000000003,23.400000000000002,11.700000000000001
78466,106.0,101.0,82.0,78.0,42.0,16.5,22.0,24.700000000000003,23.400000000000002,11.8
78467,106.0,101.0,82.0,77.0,45.0,16.5,22.0,24.8,23.400000000000002,11.8
78468,105.0,102.0,83.0,78.0,46.0,16.6,22.1,24.8,23.400000000000002,11.9
78469,105.0,103.0,84.0,80.0,46.0,16.6,22.1,24.8,23.5,12.0
78470,105.0,104.0,84.0,82.0,47.0,16.6,22.200000000000003,24.700000000000003,23.6,12.100000000000001
78471,105.0,105.0,84.0,84.0,47.0,16.6,22.1,24.8,23.6,12.100000000000001
78472,106.0,106.0,83.0,85.0,48.0,16.7,22.200000000000003,24.8,23.700000000000003,12.200000000000001
78473,107.0,107.0,83.0,87.0,49.0,16.7,22.0,24.8,23.700000000000003,12.200000000000001
78474,106.0,109.0,83.0,88.0,49.0,16.8,22.1,24.900000000000002,23.700000000000003,12.3
78475,106.0,111.0,85.0,90.0,50.0,16.7,22.0,24.8,23.6,12.3
78476,105.0,111.0,88.0,92.0,51.0,16.7,22.1,24.8,23.6,12.3
78477,103.0,109.0,90.0,93.0,53.0,16.900000000000002,22.400000000000002,25.1,23.900000000000002,12.3
78478,103.0,107.0,93.0,94.0,56.0,16.900000000000002,22.5,25.3,23.900000000000002,12.3
78479,106.0,107.0,97.0,98.0,61.0,16.6,22.200000000000003,25.0,23.6,12.0
78480,108.0,106.0,100.0,100.0,62.0,16.6,22.200000000000003,24.900000000000002,23.5,12.0
78481,109.0,106.0,102.0,100.0,61.0,16.7,22.3,24.900000000000002,23.6,12.0
78482,111.0,107.0,105.0,102.0,61.0,16.6,22.1,24.700000000000003,23.400000000000002,11.9
78483,112.0,108.0,107.0,103.0,61.0,16.6,22.0,24.5,23.200000000000003,11.9
78484,110.0,107.0,108.0,102.0,62.0,16.900000000000002,22.200000000000003,24.700000000000003,23.3,12.0
78485,108.0,106.0,109.0,102.0,64.0,17.2,22.400000000000002,25.0,23.5,12.3
78896,84.0,79.0,69.0,49.0,19.0,14.4,20.200000000000003,23.700000000000003,22.3,10.4
78897,83.0,80.0,69.0,50.0,20.0,14.600000000000001,20.400000000000002,23.8,22.400000000000002,10.5
78898,82.0,81.0,70.0,51.0,21.0,14.700000000000001,20.5,24.0,22.6,10.5
78899,83.0,82.0,70.0,52.0,22.0,14.700000000000001,20.700000000000003,24.1,22.700000000000003,10.600000000000001
78900,82.0,83.0,72.0,53.0,23.0,14.9,20.700000000000003,24.200000000000003,22.8,10.700000000000001
78901,82.0,84.0,73.0,53.0,23.0,14.9,20.8,24.3,22.8,10.700000000000001
78902,83.0,85.0,74.0,53.0,24.0,14.600000000000001,20.400000000000002,23.8,22.400000000000002,10.3
78903,84.0,85.0,75.0,53.0,24.0,14.4,20.1,23.5,22.1,10.100000000000001
78904,85.0,87.0,76.0,54.0,25.0,14.4,20.0,23.400000000000002,22.0,10.0
78905,86.0,88.0,77.0,54.0,26.0,14.5,20.1,23.6,22.200000000000003,10.200000000000001
78906,88.0,90.0,78.0,56.0,28.0,14.600000000000001,20.1,23.400000000000002,22.1,10.3
78907,88.0,91.0,78.0,56.0,28.0,14.700000000000001,20.3,23.700000000000003,22.400000000000002,10.4
78908,89.0,92.0,79.0,58.0,29.0,14.600000000000001,20.200000000000003,23.5,22.3,10.3
78909,89.0,94.0,79.0,59.0,29.0,14.8,20.400000000000002,23.6,22.5,10.4
78910,90.0,96.0,80.0,61.0,30.0,14.700000000000001,20.3,23.5,22.3,10.3
78911,91.0,98.0,80.0,63.0,30.0,14.700000000000001,20.3,23.5,22.3,10.200000000000001
78912,92.0,99.0,81.0,65.0,31.0,14.8,20.5,23.6,22.3,10.200000000000001
78913,92.0,99.0,81.0,66.0,31.0,15.100000000000001,20.700000000000003,23.8,22.5,10.5
78914,92.0,98.0,81.0,66.0,31.0,15.3,21.0,24.0,22.700000000000003,10.600000000000001
78915,93.0,98.0,82.0,67.0,32.0,15.5,21.1,24.1,22.8,10.8
78916,95.0,98.0,83.0,68.0,33.0,15.5,21.1,24.1,22.700000000000003,10.9
78917,96.0,99.0,83.0,69.0,34.0,15.600000000000001,21.1,24.1,22.700000000000003,11.0
78918,97.0,101.0,83.0,70.0,35.0,15.4,20.900000000000002,23.8,22.5,10.8
78919,98.0,102.0,83.0,71.0,36.0,15.5,21.0,23.900000000000002,22.6,10.9
78920,99.0,103.0,83.0,72.0,37.0,15.600000000000001,21.1,24.0,22.6,10.9
78921,100.0,103.0,83.0,72.0,38.0,15.600000000000001,21.1,24.0,22.5,10.8
78922,101.0,104.0,84.0,74.0,39.0,15.600000000000001,21.1,24.0,22.5,10.8
78923,103.0,103.0,84.0,75.0,39.0,15.700000000000001,21.3,24.200000000000003,22.6,10.8
78924,104.0,102.0,83.0,76.0,39.0,15.9,21.400000000000002,24.400000000000002,22.8,11.100000000000001
78925,105.0,101.0,83.0,76.0,38.0,16.0,21.700000000000003,24.400000000000002,22.900000000000002,11.200000000000001
78926,106.0,100.0,82.0,77.0,38.0,16.3,21.700000000000003,24.6,23.200000000000003,11.4
78927,105.0,100.0,82.0,77.0,38.0,16.3,21.900000000000002,24.6,23.200000000000003,11.600000000000001
78928,105.0,100.0,82.0,77.0,40.0,16.3,21.900000000000002,24.6,23.200000000000003,11.600000000000001
78929,105.0,101.0,81.0,76.0,42.0,16.5,22.0,24.700000000000003,23.3,11.600000000000001
78930,105.0,102.0,82.0,76.0,44.0,16.5,22.1,24.700000000000003,23.400000000000002,11.700000000000001
78931,105.0,103.0,83.0,78.0,46.0,16.6,22.1,24.700000000000003,23.400000000000002,11.8
78932,105.0,103.0,84.0,80.0,46.0,16.6,22.200000000000003,24.700000000000003,23.400000000000002,12.0
78933,105.0,104.0,85.0,82.0,46.0,16.6,22.3,24.8,23.6,12.100000000000001
78934,104.0,104.0,85.0,83.0,47.0,16.7,22.3,24.900000000000002,23.6,12.100000000000001
78935,104.0,105.0,84.0,85.0,48.0,16.7,22.200000000000003,24.900000000000002,23.700000000000003,12.200000000000001
78936,105.0,106.0,83.0,87.0,49.0,16.7,22.0,24.8,23.6,12.200000000000001
78937,105.0,107.0,83.0,88.0,49.0,16.7,22.1,24.8,23.5,12.100000000000001
78938,105.0,108.0,84.0,89.0,50.0,16.7,22.1,24.900000000000002,23.5,12.100000000000001
78939,104.0,107.0,85.0,91.0,52.0,16.8,22.200000000000003,24.900000000000002,23.700000000000003,12.100000000000001
78940,104.0,107.0,87.0,93.0,52.0,16.8,22.400000000000002,25.200000000000003,23.900000000000002,12.100000000000001
78941,105.0,107.0,90.0,96.0,53.0,17.0,22.6,25.5,24.0,12.200000000000001
78942,107.0,107.0,93.0,98.0,58.0,16.8,22.400000000000002,25.200000000000003,23.8,12.0
78943,109.0,107.0,97.0,100.0,60.0,16.6,22.200000000000003,24.8,23.5,11.9
78944,111.0,108.0,99.0,101.0,60.0,16.5,22.0,24.700000000000003,23.3,11.8
78945,112.0,108.0,103.0,103.0,60.0,16.400000000000002,21.900000000000002,24.5,23.200000000000003,11.8
78946,112.0,109.0,104.0,103.0,60.0,16.6,21.900000000000002,24.5,23.1,11.9
78947,111.0,108.0,105.0,102.0,62.0,16.7,22.0,24.5,23.1,11.9
78948,110.0,109.0,105.0,101.0,62.0,17.0,22.200000000000003,24.8,23.200000000000003,12.100000000000001
79359,85.0,78.0,68.0,48.0,19.0,14.4,20.200000000000003,23.8,22.3,10.3
79360,84.0,79.0,68.0,49.0,20.0,14.5,20.400000000000002,23.8,22.400000000000002,10.4
79361,84.0,80.0,68.0,49.0,20.0,14.5,20.400000000000002,23.900000000000002,22.5,10.5
79362,83.0,81.0,70.0,50.0,21.0,14.8,20.6,24.1,22.700000000000003,10.600000000000001
79363,83.0,83.0,71.0,52.0,22.0,15.0,20.8,24.3,22.900000000000002,10.700000000000001
79364,83.0,83.0,72.0,52.0,22.0,14.9,20.700000000000003,24.200000000000003,22.8,10.700000000000001
79365,84.0,84.0,73.0,52.0,23.0,14.600000000000001,20.3,23.700000000000003,22.200000000000003,10.200000000000001
79366,84.0,84.0,74.0,52.0,24.0,14.4,20.0,23.5,22.0,10.0
79367,85.0,84.0,74.0,52.0,24.0,14.5,20.0,23.5,22.0,10.0
